Apparel ID,Apparel Name,Image Assets,Image URLs,Type,Age Range,Size,Cloth Material,Prize Range,Top Wear or bottom Wear,Texture,Gender,Colour,Cloth Sleeves,Events,Matching Body Type,Matching Face Type,Skin tone Matching,Undertone Matching
APRL_1261,Peach Embroidered Kurta Sharara Set with Dupatta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1013.jpg,Peach Embroidered Kurta Sharara Set with Dupatta,Adults,M,Faux Georgette,Mid-Range,"Top wear, Bottom wear, Dupatta","Embroidered, Flowy, Soft",Female,Peach,3/4th sleeves,"casual, party, festive, wedding","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_1262,Women's Embroidered Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1014.jpg,Women's Embroidered Kaftan Dress,Adults,Free Size,Georgette Blend,Mid-Range,Dress,"Smooth, Flowy, Embroidered neckline",Female,"Cream, Turquoise, Gold",Kaftan Sleeves,"casual, resort wear, festive occasions, beach parties","apple, rectangle, pear, inverted triangle","oval, round, heart","fair, light, tan, olive, dark","warm, neutral, cool"
APRL_1263,Women's Embellished Kaftan,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1015.jpg,Women's Embellished Kaftan,Adults,Free Size,Chiffon,Mid-Range,Dress,"Smooth fabric, Flowy, Embroidery",Female,Hot Pink,Batwing sleeves,"casual, party, festive, beach wear","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","tan, olive, dark, fair, light","cool, neutral, warm"
APRL_1264,Embellished Kaftan Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1016.jpg,Embellished Kaftan Gown,Adults,M,"Chiffon Blend, Embellished",High-Range,Gown,"Smooth fabric, Heavy Embroidery, Beaded, Shimmering",Female,"Beige, Maroon, Silver","Full sleeves, Bell sleeves","Wedding, Formal, Party, Festive, Engagement","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_1265,Black Leggings,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1017.jpg,Black Leggings,Adults,"S, M, L, XL","Cotton Blend, Spandex, Polyester",Mid-Range,Bottom wear,Smooth fabric,Female,Black,N/A,"casual, workout, lounge_wear","hourglass, pear, apple, inverted triangle, rectangle",N/A,"ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1266,Men's Light Blue Ripped Skinny Jeans,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1018.jpg,Men's Light Blue Ripped Skinny Jeans,Adults,N/A,Denim (Cotton Blend),Mid-Range,Bottom wear,"Distressed, Ripped, Faded, Twill weave",Male,Light Blue,N/A,"Casual, Streetwear, Everyday wear","rectangle, inverted triangle, pear",N/A,"dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1267,Men's Plaid Flannel Shirt,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1018.jpg,Men's Plaid Flannel Shirt,Adults,N/A,Cotton Flannel,Mid-Range,Top wear,"Woven, Checked pattern, Soft",Male,"White, Blue, Black",Long sleeves,"Casual, Everyday wear","rectangle, inverted triangle, apple, pear","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1268,Men's White Crew Neck T-shirt,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1018.jpg,Men's White Crew Neck T-shirt,Adults,N/A,Cotton,Low-Range,Top wear,Smooth knit,Male,White,Short sleeves,"Casual, Everyday wear, Layering","rectangle, inverted triangle, pear, apple","oval, round, square, rectangular, heart, diamond","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1269,Embroidered Kaftan Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1019.jpg,Embroidered Kaftan Gown,Adults,L,Faux Georgette,Mid-Range,Dress/Gown,"Smooth fabric, Heavy embroidery, Embellishments",Female,Magenta,Full sleeves,"party, wedding, festive, formal, evening wear","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","ebony, dark, tan, olive","cool, neutral, warm"
APRL_1270,Embellished Abaya Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1020.jpg,Embellished Abaya Dress,Adults,L,Chiffon Blend,Mid-Range,Dress,"Smooth fabric, Intricate embroidery, Embellished",Female,"Black, Gold, White/Silver",Full sleeves,"party, wedding, formal, festive, special occasion","hourglass, pear, apple, rectangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1271,Women's Embroidered Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1021.jpg,Women's Embroidered Abaya,Adults,L,Crepe,Mid-Range,Dress,"Smooth fabric, Embroidery",Female,Maroon,Full sleeves,"casual, religious, party, formal","rectangle, pear, apple, inverted triangle, hourglass","oval, round, square","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1272,Women's Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1022.jpg,Women's Abaya,Adults,M,Polyester Blend,Mid-Range,Dress,"Smooth fabric, Voluminous bishop sleeves, Buttoned cuffs",Female,Dark Olive Green,Bishop sleeves,"casual, religious, formal, festive","pear, apple, rectangle, hourglass","oval, round, heart, square","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1273,Lehenga Choli,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1023.jpg,Lehenga Choli,Adults,M,Net Blend,Mid-Range,Top wear,"Embroidered, Sequin, Flowy",Female,"Yellow, Black, Gold, Silver",Half sleeves,"Wedding, Party, Festive, Formal","hourglass, pear, rectangle, inverted triangle","oval, round, heart","fair, light, tan, olive","warm, neutral"
APRL_1274,Embroidered Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1024.jpg,Embroidered Kurta Set,Adults,M,Silk Blend,High-Range,"Kurta (Top wear), Pants (Bottom wear)","Smooth fabric, Intricate Zari and Mirror Embroidery, Sheer accents",Female,"Rust, Silver",Full sleeves,"Festive, Party, Wedding, Formal, Seasonal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_1275,Mens Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1025.jpg,Mens Kurta Set,Adults,L,Silk Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Subtle sheen, Woven dots, Mirror work, Embroidery",Male,"Off-White, Cream, Gold accents",Full sleeves,"Casual, Party, Wedding, Festive, Semi-Formal","rectangle, inverted triangle, apple","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1276,Women's Tunic Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1026.jpg,Women's Tunic Dress,Adults,M,Cotton Blend,Mid-Range,Top wear (tunic dress),"Smooth fabric, Jersey knit",Female,"Grey, Black",Full sleeves,"casual, everyday, activewear","rectangle, apple, pear","oval, round, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1277,Men's Linen Blend Henley Shirt,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1027.jpg,Men's Linen Blend Henley Shirt,Adults,L,Linen Blend,Mid-Range,Top wear,Slubby texture,Male,White,Rolled Full sleeves,"casual, beach, summer, resort, semi-formal","rectangle, inverted triangle, apple, pear, hourglass","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1278,Women's Angrakha Kurta Set with Dupatta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1028.jpg,Women's Angrakha Kurta Set with Dupatta,Adults,L,"Cotton Blend (Kurta & Pants), Organza Blend (Dupatta)",Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, Sheer, Embroidered",Female,Olive Green,Full sleeves,"Casual, Festive, Party, Ethnic wear","hourglass, pear, rectangle, inverted triangle","oval, round, square","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_1279,Women's Printed Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1029.jpg,Women's Printed Kurta Set,Adults,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, Printed",Female,"Red, Cream",3/4th sleeves,"casual, festive, semi-formal","hourglass, pear, apple, rectangle","oval, round, square","tan, olive, fair, light","warm, neutral"
APRL_1280,Men's Thobe,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1030.jpg,Men's Thobe,Adults,L,Cotton Blend,Mid-Range,Full length garment,"Smooth fabric, Embroidery",Male,Burgundy,Full sleeves,"casual, religious, formal, cultural","rectangle, apple, inverted triangle","oval, round, square","fair, light, olive, tan, dark","neutral, cool, warm"
APRL_1281,Women's Embroidered Kurta Patiala Suit Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1031.jpg,Women's Embroidered Kurta Patiala Suit Set,Adults,M,Synthetic Blend,Mid-Range,Full Set (Kurta,"Smooth fabric, Intricate embroidery, Mirror work/Sequins, Sheer",Female,"Lime Green, Deep Green, Gold",Full sleeves,"Festive, Party, Wedding, Casual","inverted triangle, rectangle, apple","oval, round, square, rectangular","tan, olive, fair, light","warm, neutral"
APRL_1282,Women's Printed Anarkali Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1032.jpg,Women's Printed Anarkali Kurta Set,Adults,N/A,Cotton Blend,Mid-Range,Top wear and Bottom wear,"Smooth fabric, Printed pattern",Female,Teal Blue,3/4 sleeves,"casual, festive, party, ethnic events","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1283,Sharara Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1033.jpg,Sharara Suit,Adults,L,Georgette,Mid-Range,"Top wear, Bottom wear","Embroidered, Smooth fabric",Female,Mint Green,3/4 sleeves,"casual, party, festive, wedding","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","fair, light, tan, olive, dark","cool, neutral"
APRL_1284,Embellished Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1034.jpg,Embellished Kaftan Dress,Adults,Free Size,Satin Blend,Mid-Range,Dress,"Smooth fabric, Embellishments",Female,Purple,"Full sleeves, Batwing","casual, party, wedding, formal, festive, seasonal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1285,Embroidered Kaftan Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1035.jpg,Embroidered Kaftan Gown,Adults,L,Georgette,Mid-Range,Dress,"Smooth fabric, Embroidery, Beaded",Female,Hot Pink,"Full sleeves, Bell sleeves","Party, Festive, Formal, Evening, Wedding","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1286,Moroccan Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1036.jpg,Moroccan Kaftan Dress,Adults,L,Chiffon Blend,High-Range,Dress,"Smooth fabric, Embroidery",Female,"Plum, Gold",Full sleeves,"Party, Wedding, Formal, Festive","hourglass, pear, rectangle, apple, inverted triangle","oval, round, rectangular, square","dark, olive, tan, ebony","warm, neutral"
APRL_1287,Women's Black Blazer and Turtleneck,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1037.jpg,Women's Black Blazer and Turtleneck,Adults,Not specified,"Polyester Blend (Blazer), Ribbed Knit (Turtleneck)",Mid-Range,Top wear,"Smooth fabric (Blazer), Ribbed knit (Turtleneck)",Female,Black,Full sleeves,"Formal, Casual, Business, Party, Winter wear","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1288,Men's Joggers,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1038.jpg,Men's Joggers,Adults,L,Cotton Blend,Mid-Range,Bottom wear,"Smooth knit, Soft fabric",Male,"Grey, Black side stripe",N/A,"casual, loungewear, gym, activewear","rectangle, apple, pear, inverted triangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light",neutral
APRL_1289,Women's Embroidered Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1039.jpg,Women's Embroidered Kaftan Dress,Adults,L,Georgette,High-Range,Dress,"Smooth fabric, Intricate embroidery",Female,"White, Gold",Full sleeves,"party, wedding, formal, festive, traditional, cultural events","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1290,Embroidered Kaftan Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1040.jpg,Embroidered Kaftan Gown,Adults,Free Size,Georgette Blend,Mid-Range,Dress/Gown,"Smooth fabric, Heavy Zari and Sequin Embroidery",Female,"Fuchsia Pink, Silver",Full sleeves (Kaftan style),"party, wedding, festive, formal, celebration","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","fair, light, tan, olive","neutral, cool"
APRL_1291,Kaftan Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1041.jpg,Kaftan Abaya,Adults,L,Georgette Blend,Mid-Range,Top wear,"Smooth fabric, Embroidery",Female,Black,Full sleeves,"religious, formal, festive, casual","apple, pear, rectangle, inverted triangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1292,Embroidered Abaya with Hijab,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1042.jpg,Embroidered Abaya with Hijab,Adults,L,Crepe,Mid-Range,Outerwear,"Smooth fabric, Floral embroidery",Female,Dark Green,Full sleeves,"casual, religious, party, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral"
APRL_1293,Women's Embroidered Anarkali Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1043.jpg,Women's Embroidered Anarkali Suit,Adults,N/A,"Georgette Blend, Embroidery",Mid-Range,"Top wear, Bottom wear","Smooth fabric, Intricate embroidery",Female,"Black, Gold embroidery",Three-quarter sleeves,"Wedding, Party, Festive, Formal","hourglass, pear, rectangle, apple, inverted triangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1294,Women's Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1044.jpg,Women's Kurta Set,Adults,L,Silk Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Embroidery, Textured dupatta",Female,Beige,3/4th sleeves,"casual, party, wedding, formal, seasonal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1295,Mens Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1045.jpg,Mens Kurta Set,Adults,L,Art Silk Blend,Mid-Range,"Top wear, Bottom wear","Textured fabric, Mirror work, Embroidered",Male,"Yellow, White",Full sleeves,"casual, party, wedding, festival, formal","rectangle, inverted triangle, apple","oval, round, square","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_1296,Pleated Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1046.jpg,Pleated Maxi Dress,Adults,Not specified,Polyester Blend,Mid-Range,Full dress,"Smooth, Flowy, Pleated",Female,Taupe,Full sleeves,"casual, formal, everyday wear, modest wear, occasional","pear, apple, inverted triangle, rectangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_1297,Men's Hoodie,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1047.jpg,Men's Hoodie,Adults,L,"Cotton Blend, Fleece",Mid-Range,Top wear,"Soft, Smooth fabric",Male,Black,Full sleeves,"casual, everyday, loungewear, athleisure","rectangle, inverted triangle, apple, pear","oval, round, square, heart, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1298,Printed Anarkali Suit Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1048.jpg,Printed Anarkali Suit Set,Adults,L,Cotton Blend,Mid-Range,Top wear,"Smooth fabric, Printed pattern",Female,Black,Full sleeves,"casual, festive, party, wedding","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1299,Embroidered Kurta with Pants & Dupatta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1049.jpg,Embroidered Kurta with Pants & Dupatta Set,Adults,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Embroidery, Checkered weave, Fringed",Female,"Off-White, Pink",Full sleeves,"casual, festive, party, ethnic, traditional","rectangle, inverted triangle, apple, pear, hourglass","oval, round, square, heart","fair, light, tan, olive, dark","warm, neutral, cool"
APRL_1300,Men's Casual Longline Tunic,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1050.jpg,Men's Casual Longline Tunic,Adults,L,Cotton Blend,Mid-Range,Full-length garment,"Smooth, subtly textured",Male,Dark Blue,Short sleeves,"casual, everyday, relaxed outings, cultural events","rectangle, apple, inverted triangle","oval, rectangular, square","fair, light, tan, olive, dark, ebony","cool, neutral, warm"
APRL_1301,Embroidered Patiala Suit Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1051.jpg,Embroidered Patiala Suit Set,Adults,N/A,Art Silk Blend,Mid-Range,"Top wear, Bottom wear","Smooth fabric, Embroidery, Printed (dupatta)",Female,"Orange, Pink, Multi-color embroidery",Full sleeves,"Festive, Wedding, Party","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_1302,Women's Printed Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1052.jpg,Women's Printed Kurta Set,Adults,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, Floral print",Female,"Teal, Pink, White, Blue","3/4 sleeves, Flared sleeves","casual, festive, semi-formal, daily wear","pear, rectangle, apple, hourglass, inverted triangle","oval, round, heart, rectangular","fair, light, tan, olive","neutral, cool, warm"
APRL_1303,Women's Pink Embroidered Kurta Sharara Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1053.jpg,Women's Pink Embroidered Kurta Sharara Set,Adults,L,Georgette Blend,Mid-Range,"Top wear, Bottom wear","Embroidered, Smooth fabric, Flowy",Female,Pink,3/4 sleeves,"casual, party, wedding, festive","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1304,Embroidered Kaftan Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1054.jpg,Embroidered Kaftan Gown,Adults,Free Size,Georgette Blend,Mid-Range,Dress,"Smooth fabric, flowing, embroidery",Female,Brown,Kaftan sleeves,"casual, party, festive, resort","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1305,Embellished Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1055.jpg,Embellished Kaftan Dress,Adults,Free Size,Chiffon,Mid-Range,Dress,"Sheer, Flowy, Beaded, Embroidered",Female,"Dark Green, Multi-color Embroidery","Kaftan Sleeves, Short","party, formal, festive, wedding","rectangle, apple, pear, inverted triangle, hourglass","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1306,Embroidered Anarkali Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1056.jpg,Embroidered Anarkali Gown,Adult,M,"Net, Faux Georgette",Mid-Range,Gown,"Heavy embroidery, Sequins, Beading, Flowy, Sheer overlay",Female,Champagne Gold,Full sleeves,"Wedding, Party, Festive, Formal, Traditional Events","hourglass, pear, rectangle, inverted triangle","oval, round, diamond","fair, light, tan, olive",warm
APRL_1307,Women's White Cropped Pants,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1057.jpg,Women's White Cropped Pants,Adults,M,Cotton Blend,Mid-Range,Bottom wear,Smooth fabric,Female,White,N/A,"casual, smart casual, summer","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1308,Men's Black Drawstring Sweatpants,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1058.jpg,Men's Black Drawstring Sweatpants,Adults,Standard Fit,Cotton Blend,Affordable,Bottom wear,"Smooth fabric, Soft feel",Male,Black,N/A,"casual, sports, lounging, gym","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1309,Moroccan Kaftan,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1059.jpg,Moroccan Kaftan,Adults,M,Georgette Blend,Mid-Range,Dress,"Smooth fabric, Intricate embroidery, Embellished",Female,Royal Blue,Full sleeves,"Formal, Party, Wedding, Festive, Cultural","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1310,Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1060.jpg,Kaftan Dress,Adults,L,Georgette,Mid-Range,Dress,"Smooth fabric, Embroidery, Beaded",Female,"Teal, Silver",Full sleeves,"party, wedding, formal, festive, ethnic","hourglass, pear, rectangle, apple, inverted triangle","oval, round, square, heart","fair, light, tan, olive","cool, neutral"
APRL_1311,Women's Button-Front Abaya Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1061.jpg,Women's Button-Front Abaya Dress,Adults,L,Polyester Blend,Mid-Range,Dress,"Smooth fabric, Button-front",Female,Navy Blue,Full sleeves,"casual, formal, daily wear, religious events","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","cool, neutral, warm"
APRL_1312,Abaya with Embroidery,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1062.jpg,Abaya with Embroidery,Adults,L,Crepe Blend,Mid-Range,Dress,"Smooth fabric, Embroidery",Female,"Dark Green, Gold",Full sleeves,"casual, formal, festive, religious occasions","rectangle, apple, pear, inverted triangle, hourglass","oval, round, square, heart","dark, tan, olive, fair, light, ebony","warm, neutral, cool"
APRL_1313,Women's Black Georgette Saree,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1063.jpg,Women's Black Georgette Saree,Adults,M,Georgette Blend,Mid-Range,Saree (full outfit),"Smooth, Flowy, Sheer, Golden border",Female,"Black, Gold","Full sleeves, Sheer sleeves","casual, party, formal, wedding, festive","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_1314,Gold-Toned Traditional Choker Necklace and Earrings Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1064.jpg,Gold-Toned Traditional Choker Necklace and Earrings Set,Adult,N/A,"Metal Alloy, Silk Blend",Mid-Range,"Accessory, Top wear","Smooth metallic, Studded, Intricate filigree, Brocade weave, Textured",Female,"Gold, Green, Off-white",Short sleeves,"Wedding, Festive, Party, Engagement, Cultural Events","hourglass, pear, rectangle","oval, heart, rectangular","tan, olive, dark, ebony","warm, neutral"
APRL_1315,Men's Striped Kurta,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1065.jpg,Men's Striped Kurta,Adults,M,Cotton Blend,Mid-Range,Top wear,"Smooth fabric, Striped",Male,Yellow,Full sleeves,"casual, party, wedding, festive, formal","rectangle, inverted triangle, apple","oval, round, square","fair, light, tan, olive, dark","warm, neutral"
APRL_1316,Women's Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/new_1900/img_1066.jpg,Women's Abaya,Adult,Free Size,Crepe,Mid-Range,Dress,Smooth fabric,Female,Maroon,Full sleeves,"casual, formal, religious","hourglass, pear, apple, inverted triangle, rectangle","oval, round","fair, light, tan, olive, dark, ebony","warm, neutral, cool"
