Apparel ID,Apparel Name,Image Assets,Image URLs,Type,Age Range,Size,Cloth Material,Prize Range,Top Wear or bottom Wear,Texture,Gender,Colour,Cloth Sleeves,Events,Matching Body Type,Matching Face Type,Skin tone Matching,Undertone Matching
APRL_137,Men's Velvet Blazer,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_137/image_1.jpg,Tuxedo,Adults,L,"Velvet, Poly Blend",High-Range,Top wear,"Velvet, Soft, Shiny lapel",male,"Dark Green, Black",full sleeves,"formal, party, wedding, seasonal","rectangle, inverted triangle, oval","oval, round, square","dark, fair",neutral
APRL_138,Men's Shawl Lapel Blazer,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_138/image_1.jpg,Tuxedo,Adults,L,Poly Blend,High-Range,Top wear,"Smooth, Matte, Satin lapel",male,"Blue, Black",full sleeves,"formal, party, wedding","rectangle, inverted triangle, apple","oval, round, square","dark, fair",neutral
APRL_139,Men's Bandhgala Jacket,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_139/image_1.jpg,Tuxedo,Adults,L,Silk Blend/Jacquard,High-Range,Top wear,"Woven pattern, Textured, Matte",male,"Maroon/Burgundy, Black",full sleeves,"wedding, formal, party, seasonal","rectangle, Inverted Triangle, square","oval, square, Diamond","Dark, Olive",Neutral
APRL_140,Girls' Crop Top and Skirt Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/APRL_140/image_1.jpg,Co-ord Set,Kids,M,Cotton Blend,Mid-Range,"Top wear, Bottom wear","Textured stripes (top), Printed fabric (skirt), Knot detail",female,"White (Top), Red, Multicolored (Skirt)",Sleeveless,"casual, seasonal, vacation, party","pear, rectangle","oval, round","Fair, Tan",Neutral
APRL_141,Mens Sherwani Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_1.jpg,sherwani\_image,Adults,M,Silk Blend,Mid-Range,Suit,"Woven Pattern, Smooth",Male,"White, Yellow",Full sleeves,"wedding, party, formal, seasonal","rectangle, inverted triangle, apple","oval, round, square","fair, light, olive, dark","warm, neutral"
APRL_142,Layered Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_2.jpg,main_image,Adults,various,Chiffon,Mid-Range to High-Range,Dress,"Flowy, Layered, Embellished",Female,Dark Green,Flared long sleeves,"formal, party, wedding, special occasion","hourglass, pear, rectangle, apple","oval, round, heart, rectangular","fair, light, tan, olive, dark, ebony","warm, neutral"
APRL_143,Sharara Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_3.jpg,photograph,Adults,M,Georgette,Mid-Range,Suit Set,"Smooth fabric, Bandhani print, Embellishments",Female,"Green, Teal",Full sleeves,"wedding, party, festive, formal","hourglass, pear, rectangle, inverted triangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_144,Women's Sharara Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_4.jpg,original,Adults,M,Georgette,Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, Embroidery",Female,Pink,3/4 sleeves,"party, wedding, festival, formal","hourglass, pear, rectangle, inverted triangle","oval, round, square, diamond, rectangular","light, fair, tan, olive","cool, neutral"
APRL_145,Sharara Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_5.jpg,studio,Adults,M,Georgette,Mid-Range,Outfit,"Embroidered, Sequined, Flowy",Female,Peach,Full sleeves,"wedding, party, formal, festive","hourglass, pear, rectangle, inverted triangle","oval, round, square, heart","fair, light, olive","warm, neutral"
APRL_146,Women's Sharara Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_6.jpg,traditional outfit,Adults,M,Georgette,Mid-Range,"Top wear, Bottom wear, Dupatta","Embroidered, Flowy texture",Female,Light Blue,Full sleeves,"party, wedding, formal, seasonal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","neutral, cool"
APRL_147,Women's Salwar Kameez,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_7.jpg,n/a,Adults,M,Georgette Blend,Mid-Range,Top wear,"Embroidered, Textured",Female,Light Purple,Full sleeves,"casual, party, wedding, formal","pear, rectangle, hourglass","oval, round, square, heart","fair, light, olive","cool, neutral"
APRL_148,Salwar Kameez Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_8.jpg,,Adults,M,Silk Blend,Mid-Range,"Top wear, Bottom wear, Dupatta","Smooth fabric, Bandhani print, Mirror work, Embellishment",Female,"Blue, Green, Teal",Full sleeves,"party, wedding, formal, festive","hourglass, rectangle, pear, apple","oval, round, square","dark, tan, olive, light","neutral, cool"
APRL_149,Sharara Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_9.jpg,traditional wear,Adults,M,N/A,Mid-Range,Indian Ethnic Suit,"Printed, Embellished, Flowy",Female,"Pink, Purple, Gold",Full sleeves,"festive, wedding, party, formal, ethnic events","hourglass, rectangle, inverted triangle","oval, round, square","dark, tan, olive, light","warm, neutral"
APRL_150,Anarkali Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_10.jpg,traditional,Adults,L,Georgette Blend,Mid-Range,Top wear,"Embroidered, Flowy",Female,Cream,Full sleeves,"party, wedding, formal, festive","pear, apple, rectangle, hourglass","oval, round, heart","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_151,Anarkali Suit Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_11.jpg,traditional,Adults,M,Cotton Blend,Mid-Range,Outfit,"Pleated, Printed, Embroidered details, Sheer dupatta",Female,Mauve,Full sleeves,"casual, party, wedding, festive, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, square, heart, rectangular","fair, light, tan, olive","neutral, cool"
APRL_152,Kurta Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_12.jpg,lifestyle,Adults,M,"Cotton, Cotton Blend",Mid-Range,Set,"Printed fabric, Bandhani style print, Embroidery, Smooth fabric",Female,"Red, White","3/4 sleeves, Bell sleeves","casual, festive, traditional events, parties","rectangle, pear, hourglass","oval, round, square","tan, olive, fair, light","warm, neutral"
APRL_153,Embellished Open Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_13.jpg,"full shot, close up",Adults,Multiple Sizes,Chiffon Blend,Mid-Range,"Outerwear, Full Length Dress","Flowy fabric, Embellishments",Female,"Blue, Black","Full sleeves, Batwing sleeves","casual, party, formal, evening","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square","ebony, dark, tan, olive, fair, light","neutral, cool"
APRL_154,Anarkali Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_14.jpg,traditional,Adults,M,Georgette/Net Blend,High-Range,Full-length dress,"Embroidered, Flowy fabric",Female,Cream,"Full sleeves, Transparent","wedding, party, formal, festive","hourglass, pear, rectangle, apple","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral"
APRL_155,Anarkali Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_15.jpg,traditional,Adults,"S,M,L,XL",Georgette,Mid-High Range,Dress,"Heavily embroidered, Sequined, Flowy",Female,Grey,Full sleeves,"wedding, party, festive, formal","hourglass, pear, apple, rectangle, inverted triangle","oval, round, heart, square","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_156,Floral Print Anarkali Suit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_16.jpg,Full shot,Adults,Multiple,Georgette,Mid-Range,Full wear,"Smooth fabric, Floral print",Female,"Navy, Pink, Red, Green",Full sleeves,"casual, party, festive, wedding, special occasion","hourglass, pear, apple, rectangle","oval, round, square","fair, light, olive, tan, dark","warm, neutral, cool"
APRL_157,Floral Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_17.jpg,floral dress,Adults,M,Georgette blend,Mid-Range,Dress,"Floral print, Flowing",Female,Purple,Long sleeves,"casual, party, semi-formal","hourglass, pear, rectangle","oval, round, square","tan, olive, fair, light","neutral, cool"
APRL_158,Floral Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_18.jpg,floral print dress,Adults,L,Polyester Blend,Mid-Range,Full dress,"Smooth fabric, Floral print",Female,"Pink, Red, Green",Full sleeves,"casual, party, seasonal","rectangle, pear, apple, hourglass",oval,"fair, light, tan, olive","warm, neutral, cool"
APRL_159,Long Sleeve Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_19.jpg,"Full image, close up of top, close up of bottom",Adults,M,Polyester Blend,Mid-Range,Dress,"Smooth fabric, Flowy",Female,Green,Full sleeves,"casual, beach, resort, daytime","hourglass, pear, rectangle, apple","oval, round, square, heart, diamond, rectangular","tan, olive, fair, light","warm, neutral"
APRL_160,Embellished Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_20.jpg,dress,Adults,M,Polyester Blend,Mid-Range,Dress,"Smooth fabric, Embellished",Female,Yellow,Balloon sleeves,"party, wedding, formal","rectangle, pear, apple, hourglass","oval, round, square, heart","fair, light, olive, dark, ebony","warm, neutral"
APRL_161,Ruffle Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_21.jpg,Maxi Dress,Adults,M,Polyester Blend,Mid-Range,Dress,"Ruffled, Flowy, Embellished",Female,Green,"Long sleeves, Flared","wedding guest, party, vacation, casual","hourglass, rectangle, pear","oval, round, square","dark, olive, fair, light","neutral, cool"
APRL_162,Embellished Overlay Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_22.jpg,image,Adults,Free Size,Chiffon,Mid-Range,Outerwear,"Smooth, Embellishments",Female,Dusty Blue,Long Sleeves,"formal, party, wedding, cultural, religious","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_163,Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_23.jpg,fashion,Adults,M,Silk Blend,Mid-Range,Full Body,"Smooth, Draped/Gathers",Female,White,Full sleeves,"casual, party, special occasion","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light",neutral
APRL_164,Embellished Open Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_24.jpg,full-body,Adults,Various,Polyester Blend,Mid-Range,Outerwear,"Smooth fabric, Embellishment",Female,Beige,Full sleeves,"casual, party, modest wear, religious events","hourglass, pear, apple, inverted triangle, rectangle","oval, round","olive, tan, light, fair","warm, neutral"
APRL_165,Sleeveless Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_25.jpg,main image,Adults,Plus Size,Polyester Blend,Mid-Range,Dress,"Printed, Flowy",Female,"Pink, Black, White, Beige",Sleeveless,"casual, party, seasonal, vacation","apple, pear, rectangle, hourglass","oval, round, rectangular","ebony, dark, tan, olive, fair, light","neutral, cool, warm"
APRL_166,Embroidered Abaya Robe,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_26.jpg,product image,Adults,Free Size,Polyester Blend,Mid-Range,Outerwear,"Smooth fabric, Embroidery, Tassels",Female,Navy Blue,Full sleeves,"casual, special occasions, cultural events","hourglass, pear, apple, inverted triangle, rectangle","oval, round","fair, light, tan, olive, dark, ebony","neutral, cool"
APRL_167,Embroidered Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_27.jpg,traditional,Adults,M,Georgette,Mid-Range,Full dress,"Flowy, Embroidered, Embellished",Female,"Brown, Gold",Cape sleeves,"party, wedding, formal, seasonal","hourglass, rectangle, pear, apple, inverted triangle","oval, round, square, heart","dark, tan, olive, light, fair","warm, neutral"
APRL_168,Embroidered Kaftan/Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_28.jpg,traditional,Adults,Free Size,Chiffon,Mid-Range,Dress,"Smooth fabric, Embroidery",Female,Red,Full sleeves,"party, formal, occasional, cultural","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_169,Embroidered Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_29.jpg,"Full shot, model wearing, studio",Adults,M,Georgette/Chiffon blend,Embroidery,Dress,"Smooth fabric, Embroidery, Beaded trim",Female,"Black, Multi-color","Full sleeves, wide","party, wedding, formal, special occasion, traditional","rectangle, apple, hourglass, pear, inverted triangle","oval, round, square, heart, diamond, rectangular","tan, olive, fair, light, dark, ebony",neutral
APRL_170,Women's Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_30.jpg,product image,Adults,Multiple Sizes,Georgette,Mid-Range,Full Dress,"Smooth fabric, Embellished",Female,Blue,Full sleeves,"party, wedding, formal, cultural events","rectangle, inverted triangle, apple, pear","oval, round, square","dark, olive, tan, fair, light","cool, neutral"
APRL_171,Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_31.jpg,"traditional, ethnic, embroidered",Adults,Free Size,"Chiffon/Georgette, Embroidery",Mid-Range to High-Range,Full dress,"Smooth, Flowy, Embroidered",Female,"Royal Blue, Gold",Full sleeves,"party, wedding, formal, special occasion","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_172,Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_32.jpg,formal wear,Adults,Free Size,"Chiffon, Flowy Fabric","Mid-Range, High-Range",Dress,"Smooth fabric, Embellished neckline",Female,Bright Red,Batwing Sleeves,"party, wedding, festive, formal","apple, rectangle, inverted triangle, pear, hourglass","oval, round, heart, diamond","tan, olive, dark, fair, light, ebony","warm, neutral"
APRL_173,Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_33.jpg,traditional,Adults,Free Size,Georgette,High-Range,Dress,"Sheer, Flowy, Embroidery",Female,"White, Black","Kaftan sleeves, Full sleeves","party, wedding, formal, occasional","rectangle, apple, inverted triangle, hourglass","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_174,Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_34.jpg,Provided Image,Adults,Not specified,Chiffon/Georgette,Mid-Range,Outerwear,"Smooth fabric, Embellished, Border detail",Female,"Dusty Blue, Black trim",Long sleeves,"Casual, party, religious event","apple, rectangle, inverted triangle, pear, hourglass","oval, round, rectangular","light, fair, olive, dark, ebony","cool, neutral"
APRL_175,Hooded Caftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_35.jpg,Traditional Elegant,Adults,M,Flowy Fabric,,Dress,"Smooth fabric, Beaded embroidery",Female,Plum,Full sleeves,"casual, party, special occasion","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","dark, tan, olive, fair, light","warm, neutral, cool"
APRL_176,Embroidered Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_36.jpg,Ethnic,Adults,M,Chiffon Blend,Mid-Range,Full Dress,"Smooth fabric, Embroidery, Flowy",Female,"Sky Blue, White, Gold","Full sleeves, Batwing sleeves","party, wedding, formal, festive","hourglass, rectangle, pear, apple, inverted triangle","oval, round, square","light, fair, olive, tan","warm, neutral, cool"
APRL_177,Kaftan,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_37.jpg,model,Adults,Free size,"Chiffon,Embellished",Mid-Range,Dress,"Flowy, sheer, embellished, embroidered",Female,"White, Turquoise, Gold",Long sleeves,"Formal, party, wedding, festive","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","fair, light, olive, tan","warm, neutral"
APRL_178,Embellished Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_38.jpg,traditional,Adults,"S, M, L, XL","Chiffon blend, Embellishments",Mid-High Range,Dress,"Smooth fabric, Embroidery, Beading",Female,Blue,Long sleeves,"formal, party, wedding","hourglass, pear, rectangle","oval, round, square, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_179,Yellow Embellished Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_39.jpg,image_001,Adults,M,Georgette,Mid-Range,Dress,"Smooth fabric, Embroidery, Embellishments",Female,Yellow,Strapless,"party, wedding, festive, formal","hourglass, pear, rectangle","oval, round, square, rectangular","tan, olive, dark, ebony, light, fair","warm, neutral"
APRL_180,Embellished Evening Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_40.jpg,image,Adults,M,"Chiffon/Georgette Blend, Embellished",Mid-Range,Dress,"Smooth fabric, Beadwork, Embroidery",Female,Green,Strapless,"party, wedding, formal","hourglass, rectangle, pear","oval, round, heart","fair, light, tan, olive","warm, neutral"
APRL_181,White Strapless Embellished Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_41.jpg,Gown full length,Adults,M,Chiffon,Mid-High Range,Dress,"Smooth fabric, Embellished",Female,White,Sleeveless,"party, wedding, formal, evening","hourglass, pear, rectangle","oval, round, square, heart","fair, light, tan, olive, dark","neutral, cool"
APRL_182,Black Embellished Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_42.jpg,traditional,Adults,L,Georgette Blend,Mid-Range,Dress,"Smooth fabric, Heavy embroidery",Female,"Black, Gold, Silver",Sleeveless,"party, wedding, formal, festive","hourglass, pear, rectangle","oval, round, square, heart","tan, olive, fair, light","warm, neutral, cool"
APRL_183,Embroidered Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_43.jpg,studio,Adults,M,Georgette,Mid-Range,Outfit,"Smooth fabric, Embroidery, Embellishments",Female,"Pink, Red, Gold",Sleeveless,"party, wedding, formal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond","fair, light, olive, tan","neutral, cool"
APRL_184,Jumpsuit,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_44.jpg,jumpsuit.jpg,Adults,L,Polyester Blend,Mid-Range,Jumpsuit,Smooth,Female,Cyan,3/4 Kimono sleeves,"casual, party, vacation, summer","hourglass, rectangle, inverted triangle","oval, round, square","ebony, dark, tan, olive, fair, light","neutral, cool"
APRL_185,Abstract Print Co-ord Set,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_45.jpg,fashion,Adults,M,Synthetic Blend,Mid-Range,Dress,"Smooth fabric, Printed pattern",Female,"White, Black","Short sleeves, Puff sleeves","casual, brunch, summer, daytime, party","hourglass, pear, apple, inverted triangle, rectangle","oval, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_186,Kaftan,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_46.jpg,full shot,Adults,M,Synthetic Blend,Mid-Range,Full dress,"Smooth fabric, Embroidery, Mirror work",Female,Blue,Full sleeves,"casual, party, wedding, formal","hourglass, pear, rectangle, apple","oval, round, square, heart, diamond, rectangular","light, fair, tan, olive, dark","cool, neutral"
APRL_187,Embroidered Kaftan,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_47.jpg,image_003,Adults,Free Size,Georgette with Embroidery,Mid-Range,Dress,"Smooth fabric, Embroidery",Female,Black,Bell sleeves,"formal, party, wedding, traditional","rectangle, pear, apple","oval, round, square","ebony, dark, tan, olive","neutral, warm"
APRL_188,Abaya,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_48.jpg,Abaya\_Image\_Assets,Adults,M,Polyester Blend,Mid-Range,Top wear/Outerwear,"Smooth fabric, Stud embellishments",Female,Beige,Full sleeves,"casual, party, wedding, formal, religious","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","dark, tan, olive, fair, light","warm, neutral, cool"
APRL_189,Embroidered Caftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_49.jpg,traditional,Adults,M,Synthetic Blend,Mid-Range,Dress,"Smooth fabric, Embroidery, Belted",Female,"Light Blue, Gold",Full sleeves,"party, wedding, special occasion, formal","pear, rectangle, hourglass, apple, inverted triangle","oval, round, heart, rectangular","fair, light, olive, tan","cool, neutral"
APRL_190,Women's Kaftan,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_50.jpg,Image,Adults,Free Size,Chiffon/Georgette,Mid-Range,Dress,"Smooth fabric, Embellishment, Animal Print",Female,"Yellow/Beige, Brown, Black","Full sleeves, Batwing style","casual, party, cultural events, evening","hourglass, rectangle, apple, pear, inverted triangle","oval, round, square","dark, tan, olive, fair, light","warm, neutral"
APRL_191,Floral Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_51.jpg,"full body, model",Adults,M,"Chiffon Blend, Sequins, Woven Trim",N/A,"Full garment, Dress","Sheer, Flowing, Floral Print, Sequin Accents, Woven Trim",Female,"Orange, Pink, Green, Gold, Floral Print","Batwing sleeves, Flowing sleeves, Elbow length","party, casual elegant, seasonal, evening","hourglass, pear, apple, rectangle","oval, round, square, heart","tan, olive, light, fair","warm, neutral"
APRL_192,Embroidered Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_52.jpg,full shot,Adults,M,Georgette,Mid-High Range,Dress,"Smooth fabric, Heavy embroidery, Beads",Female,"White, Gold, Silver","Long, Flared sleeves","party, wedding, formal, festive","hourglass, pear, rectangle","oval, round, heart","fair, light, olive, tan, dark, ebony","warm, neutral"
APRL_193,Embellished Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_53.jpg,Model wearing black embroidered kaftan,Free size,"Georgette, Embellished",Mid-Range,Premium,Dress,"Smooth, Embellished",Female,"Black, Gold Embellishments","Batwing sleeves, Full sleeves","Party, Evening, Festive, Wedding, Traditional","hourglass, pear, apple, inverted triangle, rectangle","oval, round, square, heart, diamond, rectangular","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_194,Kaftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_54.jpg,traditional,Adults,L,Fabric Blend,Mid-Range,Full Outfit,"Smooth fabric, Embroidery",Female,"Red, Gold",Full sleeves,"party, wedding, formal, festive","rectangle, pear, apple","oval, round, square, heart","ebony, dark, tan, olive",warm
APRL_195,Embroidered Abaya Style Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_55.jpg,studio shot,Adults,M,"Sheer overlay, likely chiffon/mesh, with embroidery",Mid-Range,Full dress,"Sheer, Embroidered floral pattern, Smooth base",Female,"Black, Red, White","Long sleeves, Sheer","formal, party, wedding, seasonal, religious","hourglass, rectangle, pear","oval, round, square, heart","ebony, dark, tan, olive, fair, light","warm, neutral, cool"
APRL_196,Embroidered Kaftan Gown,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_56.jpg,Photo,Adults,M,Georgette,High-End,Dress,"Smooth fabric, Embroidery, Beads, Pearls",Female,Teal,Full sleeves,"party, wedding, formal, cultural","hourglass, pear, rectangle, apple, inverted triangle","oval, round, heart, square","tan, olive, fair, light","warm, neutral, cool"
APRL_197,Women's Maxi Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_57.jpg,traditional,Adults,Not specified,Blended Fabric,Not specified,Dress,"Patterned weave, Embroidery",Female,"White, Gold",Long sleeves,"formal, party, special occasion","rectangle, pear, hourglass","oval, round, square, heart","tan, olive, dark","warm, neutral"
APRL_198,Women's Caftan Dress,,https://res.cloudinary.com/dyrwl8j9r/image/upload/v1745604647/StyleWhizAi_apparel_dataset/arabic_apparels/img_58.jpg,traditional,Adults,Free Size,"Silk Blend, Embellished",High-Range,Dress,"Smooth, Heavy Embellishment",Female,Turquoise,Full sleeves,"party, wedding, formal, special occasion, seasonal","hourglass, pear, apple, inverted triangle, rectangle","oval, round, heart","tan, olive, dark, light","cool, neutral"
